Organized_Survey_Data
rowIndex;columnIndex;QID;Code;L/N;Carbon;Cost;Airport;Choice;flight_arrangment;flight_arrangment_other;preferred_airport;transportation_SMF;transportation_SMF_other;transportation_SFO;transportation_SFO_other;current_position_UCD;number_flights_business_past_year;number_flights_vacation_past_year;age;interest_in_carbon_emissions_info;affect_of_showing_carbon_emissions
26;0;Q377;L_2433_392_SMF;layover;2433;392;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;0;Q377;L_2229_447_SFO;layover;2229;447;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;13;Q255;L_2025_502_SMF;layover;2025;502;SMF;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;13;Q255;N_1645_638_SFO;non-stop;1645;638;SFO;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;17;Q227;L_2433_447_SMF;layover;2433;447;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;17;Q227;L_2229_556_SMF;layover;2229;556;SMF;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;33;Q46;L_2025_502_SMF;layover;2025;502;SMF;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;33;Q46;L_2433_447_SFO;layover;2433;447;SFO;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;47;Q61;L_1821_502_SMF;layover;1821;502;SMF;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;47;Q61;N_1645_583_SMF;non-stop;1645;583;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;49;Q63;N_1645_638_SFO;non-stop;1645;638;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;49;Q63;N_1645_538_SFO;non-stop;1645;538;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;54;Q68;L_4002_761_SFO;layover;4002;761;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;54;Q68;N_3638_1416_SMF;non-stop;3638;1416;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;59;Q73;L_4331_948_SMF;layover;4331;948;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;59;Q73;L_4002_1135_SFO;layover;4002;1135;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;68;Q82;L_4167_948_SMF;layover;4167;948;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;68;Q82;L_4002_1135_SMF;layover;4002;1135;SMF;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;74;Q90;L_4331_761_SFO;layover;4331;761;SFO;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;74;Q90;L_3837_1135_SFO;layover;3837;1135;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;87;Q103;L_4331_761_SMF;layover;4331;761;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;87;Q103;L_4002_1135_SFO;layover;4002;1135;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;90;Q106;L_4331_761_SFO;layover;4331;761;SFO;0;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
26;90;Q106;N_3638_1603_SFO;non-stop;3638;1603;SMF;1;Aggie Travel web portal;;Sacramento (SMF);Taxi, Uber, Lyft;;Airport shuttle service;;Staff;8;3;47;Yes;I would consider carbon emissions among other factors
27;5;Q382;L_2025_502_SMF;layover;2025;502;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;5;Q382;L_2433_392_SFO;layover;2433;392;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;12;Q254;L_2025_392_SFO;layover;2025;392;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;12;Q254;N_1645_583_SMF;non-stop;1645;583;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;20;Q230;L_2025_392_SMF;layover;2025;392;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;20;Q230;L_1821_556_SMF;layover;1821;556;SMF;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;26;Q39;L_2229_447_SFO;layover;2229;447;SFO;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;26;Q39;L_2025_502_SFO;layover;2025;502;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;43;Q57;L_2229_556_SMF;layover;2229;556;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;43;Q57;N_1645_583_SMF;non-stop;1645;583;SMF;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;57;Q71;L_3837_1135_SMF;layover;3837;1135;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;57;Q71;N_3638_1042_SFO;non-stop;3638;1042;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;62;Q76;L_4002_761_SMF;layover;4002;761;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;62;Q76;L_4331_948_SFO;layover;4331;948;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;70;Q84;L_4002_761_SMF;layover;4002;761;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;70;Q84;L_3837_1322_SMF;layover;3837;1322;SMF;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;75;Q91;L_4331_948_SFO;layover;4331;948;SFO;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;75;Q91;L_4167_1322_SFO;layover;4167;1322;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;84;Q100;L_3837_1322_SMF;layover;3837;1322;SMF;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;84;Q100;L_4167_948_SFO;layover;4167;948;SFO;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;95;Q111;L_4002_1135_SMF;layover;4002;1135;SMF;0;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
27;95;Q111;N_3638_1229_SMF;non-stop;3638;1229;SFO;1;Other (please specify):;Directly through airline website;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft;;Amtrak and BART;;Faculty;2;8;45;Yes;"If it is reasonably close to other alternatives, and the layovers/connections are about the same (length, etc.), I would prefer lower emissions flights. The most important criteria for me are:
- times of arrival/departure (i.e. convenience)
- ease of itinerary (prefer SMF; SFO only if things get really complex and add lots of connections)
- airline / alliance
- price"
28;3;Q380;L_2229_556_SMF;layover;2229;556;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;3;Q380;L_1821_502_SFO;layover;1821;502;SFO;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;15;Q257;L_1821_502_SMF;layover;1821;502;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;15;Q257;N_1645_474_SFO;non-stop;1645;474;SFO;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;20;Q230;L_2025_392_SMF;layover;2025;392;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;20;Q230;L_1821_556_SMF;layover;1821;556;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;37;Q50;L_2433_392_SMF;layover;2433;392;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;37;Q50;L_2025_502_SFO;layover;2025;502;SFO;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;41;Q55;L_2433_447_SMF;layover;2433;447;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;41;Q55;N_1645_474_SMF;non-stop;1645;474;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;48;Q62;N_1645_474_SFO;non-stop;1645;474;SFO;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;48;Q62;N_1645_529_SMF;non-stop;1645;529;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;51;Q65;L_4331_948_SMF;layover;4331;948;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;51;Q65;N_3638_1042_SFO;non-stop;3638;1042;SFO;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;59;Q73;L_4331_948_SMF;layover;4331;948;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;59;Q73;L_4002_1135_SFO;layover;4002;1135;SFO;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;70;Q84;L_4002_761_SMF;layover;4002;761;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;70;Q84;L_3837_1322_SMF;layover;3837;1322;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;80;Q96;L_3837_1322_SFO;layover;3837;1322;SFO;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;80;Q96;L_4167_948_SFO;layover;4167;948;SFO;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;82;Q98;L_4167_948_SMF;layover;4167;948;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;82;Q98;L_4331_761_SFO;layover;4331;761;SFO;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;93;Q109;L_4167_1322_SMF;layover;4167;1322;SMF;0;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
28;93;Q109;N_3638_1416_SMF;non-stop;3638;1416;SMF;1;Google Flights;;Sacramento (SMF);Private vehicle,Taxi, Uber, Lyft,Bus;;Private vehicle,Amtrak and BART,Drive or be driven to BART;;Staff;0;2;23;No;If I knew of other carbon emissions baselines for daily activities, that could provide perspective for when I make flight choices
29;1;Q378;L_2433_392_SMF;layover;2433;447;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;1;Q378;L_2025_502_SFO;layover;2025;502;SFO;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;9;Q251;L_2433_447_SMF;layover;2433;447;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;9;Q251;N_1645_474_SFO;non-stop;1645;474;SFO;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;22;Q232;L_1821_556_SMF;layover;1821;556;SMF;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;22;Q232;L_2229_447_SMF;layover;2229;447;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;26;Q39;L_2229_447_SFO;layover;2229;447;SFO;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;26;Q39;L_2025_502_SFO;layover;2025;502;SFO;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;39;Q52;L_2229_556_SMF;layover;2229;556;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;39;Q52;L_1821_502_SFO;layover;1821;502;SFO;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;56;Q70;L_3837_1322_SFO;layover;3837;1322;SFO;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;56;Q70;N_3638_1229_SMF;non-stop;3638;1229;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;61;Q75;L_4167_1322_SMF;layover;4167;1322;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;61;Q75;L_3837_1135_SFO;layover;3837;1135;SFO;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;68;Q82;L_4167_948_SMF;layover;4167;948;SMF;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;68;Q82;L_4002_1135_SMF;layover;4002;1135;SMF;0;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
29;76;Q92;L_4167_948_SFO;layover;4167;948;SFO;1;Administrative staff makes my arrangements;;Sacramento (SMF);Taxi, Uber, Lyft,Bus;;Airport shuttle service,Amtrak and BART;;Post-doc;2;More than 10;35;Yes;Not too much honestly unless the price was really close or cheaper
