,Learned Profile,Target Profile,Similarity in terms of Sus,Similarity in terms of Sec,Similarity in terms of Eff,Similarity with target profile agent,Similarity with target profile society
0,"(0.0110248988494277, 0.012387100607156754, 0.9765880107879639)","(0.0, 0.0, 1.0)",0.0,0.0,0.0,0.0,0.0
1,"(0.05502750724554062, 0.01414820272475481, 0.9308242797851562)","(0.3, 0.0, 0.7)",0.0,0.0,0.0,0.0,0.0
2,"(0.12792475521564484, 0.017259908840060234, 0.8548153042793274)","(0.4, 0.0, 0.6)",0.0,0.0,0.0,0.0,0.0
3,"(0.22307753562927246, 0.02139461040496826, 0.755527913570404)","(0.5, 0.0, 0.5)",0.0,0.0,0.0,0.0,0.0
4,"(0.24120314419269562, 0.021766221150755882, 0.7370306253433228)","(0.6, 0.0, 0.4)",0.0,0.0,0.0,0.0,0.0
5,"(0.3469662666320801, 0.018441209569573402, 0.6345924735069275)","(0.7, 0.0, 0.3)",0.0,0.0,0.0,0.0,0.0
6,"(0.4245716333389282, 0.010385514236986637, 0.5650428533554077)","(0.8, 0.0, 0.2)",0.0,0.0,0.0,0.0,0.0
7,"(0.5472742915153503, 0.003767099231481552, 0.4489586055278778)","(0.9, 0.0, 0.1)",0.0,0.0,0.0,0.0,0.0
8,"(0.9507735967636108, 0.015446705743670464, 0.03377970680594444)","(1.0, 0.0, 0.0)",0.0,0.0,0.0,0.0,0.0
