fecha;intensidad;ocupacion;vmed
2018-01-25 17:00:00;5868;9;66
2018-01-25 17:15:00;5772;10;66
2018-01-25 17:30:00;5385;10;66
2018-01-25 17:45:00;6030;10;66
2018-01-25 18:00:00;5805;12;67
2018-01-25 18:15:00;6600;12;65
2018-01-25 18:30:00;6780;13;64
2018-01-25 18:45:00;6144;11;64
2018-01-25 19:00:00;6510;12;62
2018-01-25 19:15:00;6855;13;61
2018-01-25 19:30:00;6276;13;62
2018-01-25 19:45:00;6120;12;65
2018-01-25 20:00:00;5820;10;65
2018-01-25 20:15:00;4980;9;67
2018-01-25 20:30:00;5055;9;68
2018-01-25 20:45:00;4680;9;67
2018-01-25 21:00:00;4460;9;68
2018-01-25 21:15:00;4524;9;69
2018-01-25 21:30:00;3972;7;71
2018-01-25 21:45:00;3780;7;69
2018-01-25 22:00:00;3444;6;70
2018-01-25 22:15:00;2736;6;71
2018-01-25 22:30:00;2304;4;68
2018-01-25 22:45:00;2448;5;71
2018-01-25 23:00:00;1900;4;74
2018-01-25 23:15:00;1300;2;73
2018-01-25 23:30:00;1632;3;71
2018-01-25 23:45:00;1284;2;69
2018-01-26 00:00:00;1428;3;68
2018-01-26 00:15:00;1224;2;70
2018-01-26 00:30:00;1230;2;70
2018-01-26 00:45:00;840;1;69
2018-01-26 01:00:00;1020;2;70
2018-01-26 01:15:00;825;1;71
2018-01-26 01:30:00;552;1;67
2018-01-26 01:45:00;456;1;69
2018-01-26 02:00:00;420;0;71
2018-01-26 02:15:00;300;1;68
2018-01-26 02:30:00;360;1;68
2018-01-26 02:45:00;312;0;69
2018-01-26 03:00:00;288;0;69
2018-01-26 03:15:00;280;0;67
2018-01-26 03:30:00;80;0;65
2018-01-26 03:45:00;150;0;70
2018-01-26 04:00:00;216;0;68
2018-01-26 04:15:00;180;0;43
2018-01-26 04:30:00;120;0;71
2018-01-26 05:00:00;252;0;75
2018-01-26 05:30:00;252;0;71
2018-01-26 05:45:00;420;1;68
2018-01-26 06:00:00;708;2;73
2018-01-26 06:15:00;825;2;74
2018-01-26 06:30:00;1896;4;72
2018-01-26 06:45:00;3144;6;72
2018-01-26 07:00:00;6240;12;69
2018-01-26 07:15:00;8010;16;66
2018-01-26 07:30:00;6525;33;34
2018-01-26 07:45:00;5700;38;29
2018-01-26 08:00:00;5280;39;27
2018-01-26 08:15:00;6555;33;31
2018-01-26 08:30:00;4812;11;59
2018-01-26 08:45:00;6180;13;62
2018-01-26 09:00:00;6048;12;64
2018-01-26 09:15:00;4940;9;66
2018-01-26 09:30:00;6280;12;66
2018-01-26 09:45:00;6048;12;66
2018-01-26 10:00:00;6480;12;65
2018-01-26 10:15:00;5490;11;66
2018-01-26 10:30:00;4740;9;66
2018-01-26 10:45:00;4230;10;67
2018-01-26 11:00:00;4785;10;67
2018-01-26 11:15:00;4908;11;66
2018-01-26 11:30:00;4356;9;66
2018-01-26 11:45:00;4305;9;67
2018-01-26 12:00:00;4872;10;66
2018-01-26 12:15:00;5088;9;67
2018-01-26 12:30:00;4650;11;65
2018-01-26 12:45:00;4632;9;65
2018-01-26 13:00:00;4872;10;66
2018-01-26 13:15:00;5460;10;66
2018-01-26 13:30:00;5475;10;66
2018-01-26 13:45:00;5730;10;66
2018-01-26 14:00:00;5544;10;66
2018-01-26 14:15:00;5556;10;67
2018-01-26 14:30:00;5080;9;67
2018-01-26 14:45:00;7920;14;64
2018-01-26 15:00:00;8448;15;64
2018-01-26 15:15:00;7530;12;64
2018-01-26 15:30:00;8124;14;63
2018-01-26 15:45:00;7740;14;62
2018-01-26 16:00:00;7272;13;63
2018-01-26 16:15:00;5952;11;64
2018-01-26 16:30:00;5580;11;66
2018-01-26 16:45:00;5160;9;67
2018-01-26 17:00:00;5820;10;67
2018-01-26 17:15:00;5052;9;68
2018-01-26 17:30:00;5220;10;67
2018-01-26 17:45:00;6540;12;65
2018-01-26 18:00:00;6570;12;65
2018-01-26 18:15:00;6240;11;66
2018-01-26 18:30:00;5835;11;67
2018-01-26 18:45:00;5688;10;66
2018-01-26 19:00:00;5520;9;66
2018-01-26 19:15:00;5388;10;65
2018-01-26 19:30:00;5280;10;66
2018-01-26 19:45:00;5220;9;67
2018-01-26 20:00:00;5430;10;65
2018-01-26 20:15:00;5025;9;67
2018-01-26 20:30:00;5424;11;65
2018-01-26 20:45:00;5232;10;66
2018-01-26 21:00:00;5088;10;65
2018-01-26 21:15:00;4620;10;69
2018-01-26 21:30:00;3936;8;69
2018-01-26 21:45:00;3900;8;68
2018-01-26 22:00:00;3816;9;69
2018-01-26 22:15:00;3600;7;69
2018-01-26 22:30:00;3075;6;71
2018-01-26 22:45:00;2436;5;69
2018-01-26 23:00:00;2220;4;69
2018-01-26 23:15:00;1890;3;71
2018-01-26 23:30:00;1960;3;69
2018-01-26 23:45:00;1860;3;71
2018-01-27 00:00:00;1560;3;68
2018-01-27 00:15:00;1860;3;69
2018-01-27 00:30:00;1605;3;69
2018-01-27 00:45:00;1665;4;71
2018-01-27 01:00:00;1815;3;69
2018-01-27 01:15:00;1404;2;71
2018-01-27 01:30:00;1332;2;72
2018-01-27 01:45:00;876;1;68
2018-01-27 02:00:00;828;2;70
2018-01-27 02:15:00;684;2;71
2018-01-27 02:30:00;684;1;70
2018-01-27 02:45:00;660;1;68
2018-01-27 03:00:00;696;1;70
2018-01-27 03:15:00;600;1;70
2018-01-27 03:30:00;450;1;72
2018-01-27 03:45:00;420;1;69
2018-01-27 04:15:00;510;1;69
2018-01-27 04:30:00;420;1;69
2018-01-27 04:45:00;435;1;68
2018-01-27 05:00:00;372;1;68
2018-01-27 05:15:00;360;0;71
2018-01-27 05:30:00;450;1;68
2018-01-27 05:45:00;384;2;67
2018-01-27 06:00:00;420;1;67
2018-01-27 06:15:00;555;1;69
2018-01-27 06:30:00;780;1;69
2018-01-27 06:45:00;1365;3;70
2018-01-27 07:00:00;1275;3;69
2018-01-27 07:15:00;1650;3;71
2018-01-27 07:30:00;1488;2;70
2018-01-27 07:45:00;1890;4;71
2018-01-27 08:00:00;1965;4;70
2018-01-27 08:15:00;1815;4;68
2018-01-27 08:30:00;2184;5;69
2018-01-27 08:45:00;2520;4;67
2018-01-27 09:00:00;3165;7;67
2018-01-27 09:15:00;3108;6;69
2018-01-27 09:30:00;2940;5;69
2018-01-27 09:45:00;3552;7;68
2018-01-27 10:00:00;4440;8;69
2018-01-27 10:15:00;4404;9;68
2018-01-27 10:30:00;3972;8;67
2018-01-27 10:45:00;4020;8;68
2018-01-27 11:00:00;4536;10;66
2018-01-27 11:15:00;4485;9;67
2018-01-27 11:30:00;4440;9;68
2018-01-27 11:45:00;5244;10;67
2018-01-27 12:00:00;4980;9;66
2018-01-27 12:15:00;5112;9;67
2018-01-27 12:30:00;5412;11;63
2018-01-27 12:45:00;4992;10;66
2018-01-27 13:00:00;4980;9;66
2018-01-27 13:15:00;5400;10;64
2018-01-27 13:30:00;4536;9;66
2018-01-27 13:45:00;4692;10;65
2018-01-27 14:00:00;5400;12;65
2018-01-27 14:15:00;5700;11;67
2018-01-27 14:30:00;5472;10;65
2018-01-27 14:45:00;5580;9;66
2018-01-27 15:00:00;5670;10;65
2018-01-27 15:15:00;4410;8;69
2018-01-27 15:30:00;2955;5;70
2018-01-27 15:45:00;3300;6;69
2018-01-27 16:00:00;3168;6;69
2018-01-27 16:15:00;2460;5;70
2018-01-27 16:30:00;2565;5;69
2018-01-27 16:45:00;2760;5;69
2018-01-27 17:00:00;2820;5;70
2018-01-27 17:15:00;3330;6;68
2018-01-27 17:30:00;3036;5;70
2018-01-27 17:45:00;3744;7;69
2018-01-27 18:00:00;3456;6;69
2018-01-27 18:15:00;4548;8;68
2018-01-27 18:30:00;3825;7;68
2018-01-27 18:45:00;3888;8;69
2018-01-27 19:00:00;4296;9;67
2018-01-27 19:15:00;4860;9;66
2018-01-27 19:30:00;4512;9;66
2018-01-27 19:45:00;4605;9;66
2018-01-27 20:00:00;3180;6;69
2018-01-27 20:15:00;4092;8;67
2018-01-27 20:30:00;3972;8;67
2018-01-27 20:45:00;4524;9;66
2018-01-27 21:00:00;4668;9;66
2018-01-27 21:15:00;4320;9;65
2018-01-27 21:30:00;3870;9;67
2018-01-27 21:45:00;3780;7;68
2018-01-27 22:00:00;3315;6;68
2018-01-27 22:15:00;3228;6;68
2018-01-27 22:30:00;3312;6;68
2018-01-27 22:45:00;2868;6;69
2018-01-27 23:00:00;3075;6;69
2018-01-27 23:15:00;1956;5;69
2018-01-27 23:30:00;1884;4;68
2018-01-27 23:45:00;2016;4;69
2018-01-28 00:00:00;1968;4;69
2018-01-28 00:15:00;1488;3;70
2018-01-28 00:30:00;1755;4;70
2018-01-28 00:45:00;1860;4;71
2018-01-28 01:00:00;1908;4;70
2018-01-28 01:15:00;2064;4;69
2018-01-28 01:30:00;1620;3;69
2018-01-28 01:45:00;1470;3;69
2018-01-28 02:00:00;960;3;70
2018-01-28 02:15:00;840;1;69
2018-01-28 02:30:00;1140;3;69
2018-01-28 02:45:00;780;1;68
2018-01-28 03:00:00;900;2;69
2018-01-28 03:15:00;516;1;66
2018-01-28 03:30:00;885;2;70
2018-01-28 03:45:00;420;0;66
2018-01-28 04:00:00;480;1;74
2018-01-28 04:15:00;432;1;71
2018-01-28 04:30:00;552;1;73
2018-01-28 04:45:00;420;1;69
2018-01-28 05:00:00;540;1;71
2018-01-28 05:15:00;396;0;78
2018-01-28 05:30:00;312;1;74
2018-01-28 05:45:00;528;2;71
2018-01-28 06:00:00;480;1;70
2018-01-28 06:15:00;408;1;73
2018-01-28 06:30:00;684;1;74
2018-01-28 06:45:00;1332;2;73
2018-01-28 07:00:00;1296;3;74
2018-01-28 07:15:00;792;2;73
2018-01-28 07:30:00;870;2;73
2018-01-28 07:45:00;1332;3;72
2018-01-28 08:00:00;1320;3;73
2018-01-28 08:15:00;912;2;73
2018-01-28 08:30:00;1548;3;72
2018-01-28 08:45:00;1296;3;73
2018-01-28 09:00:00;1680;3;73
2018-01-28 09:15:00;1905;4;71
2018-01-28 09:30:00;2076;4;73
2018-01-28 09:45:00;2565;4;70
2018-01-28 10:00:00;2385;5;72
2018-01-28 10:15:00;1896;5;72
2018-01-28 10:30:00;2424;5;72
2018-01-28 10:45:00;2844;5;70
2018-01-28 11:00:00;3615;8;71
2018-01-28 11:15:00;3780;8;70
2018-01-28 11:30:00;3810;7;70
2018-01-28 11:45:00;4536;9;69
2018-01-28 12:00:00;4920;9;69
2018-01-28 12:15:00;3948;8;70
2018-01-28 12:30:00;4044;7;68
2018-01-28 12:45:00;4290;8;67
2018-01-28 13:00:00;5040;9;68
2018-01-28 13:15:00;4236;8;68
2018-01-28 13:30:00;4530;8;68
2018-01-28 13:45:00;5055;9;69
2018-01-28 14:00:00;4980;9;66
2018-01-28 14:15:00;5910;11;67
2018-01-28 14:30:00;5484;10;66
2018-01-28 14:45:00;5424;11;64
2018-01-28 15:00:00;4575;9;65
2018-01-28 15:15:00;3780;7;67
2018-01-28 15:30:00;2910;6;69
2018-01-28 15:45:00;3024;7;69
2018-01-28 16:00:00;2676;5;71
2018-01-28 16:15:00;2865;5;69
2018-01-28 16:30:00;2370;5;72
2018-01-28 16:45:00;2796;5;67
2018-01-28 17:00:00;3348;6;69
2018-01-28 17:15:00;3540;7;69
2018-01-28 17:30:00;3408;6;68
2018-01-28 17:45:00;3180;6;67
2018-01-28 18:00:00;3420;6;69
2018-01-28 18:15:00;3675;8;69
2018-01-28 18:30:00;3945;8;68
2018-01-28 18:45:00;4824;9;66
2018-01-28 19:00:00;4530;9;67
2018-01-28 19:15:00;5160;9;67
2018-01-28 19:30:00;5355;10;68
2018-01-28 19:45:00;4665;10;66
2018-01-28 20:00:00;4665;8;66
2018-01-28 20:15:00;4116;8;69
2018-01-28 20:30:00;4404;8;68
2018-01-28 20:45:00;4320;8;66
2018-01-28 21:00:00;4020;8;67
2018-01-28 21:15:00;3615;7;68
2018-01-28 21:30:00;3360;6;69
2018-01-28 21:45:00;3504;7;69
2018-01-28 22:00:00;2340;5;70
2018-01-28 22:15:00;2790;6;69
2018-01-28 22:30:00;2430;5;69
2018-01-28 22:45:00;1575;3;72
2018-01-28 23:00:00;1650;3;72
2018-01-28 23:15:00;780;2;71
2018-01-28 23:30:00;1392;3;72
2018-01-28 23:45:00;1332;3;71
2018-01-29 00:00:00;1380;3;70
2018-01-29 00:15:00;1164;2;72
2018-01-29 00:30:00;912;3;70
2018-01-29 00:45:00;780;1;70
2018-01-29 01:00:00;708;2;70
2018-01-29 01:15:00;405;1;67
2018-01-29 01:30:00;444;2;71
2018-01-29 01:45:00;264;1;68
2018-01-29 02:00:00;240;0;74
2018-01-29 02:15:00;156;0;56
2018-01-29 02:30:00;15;0;18
2018-01-29 02:45:00;180;0;66
2018-01-29 03:00:00;180;0;67
2018-01-29 04:00:00;168;0;69
2018-01-29 04:15:00;120;0;78
2018-01-29 04:45:00;204;0;66
2018-01-29 05:00:00;108;0;68
2018-01-29 05:15:00;195;0;70
2018-01-29 05:45:00;528;1;69
2018-01-29 06:00:00;648;1;69
2018-01-29 06:15:00;1152;2;72
2018-01-29 06:30:00;1548;3;71
2018-01-29 06:45:00;2568;5;70
2018-01-29 07:00:00;5448;10;70
2018-01-29 07:15:00;7872;16;65
2018-01-29 07:30:00;6336;32;33
2018-01-29 07:45:00;7080;33;31
2018-01-29 08:00:00;4605;35;30
2018-01-29 08:15:00;5136;35;25
2018-01-29 08:30:00;4872;32;34
2018-01-29 08:45:00;5544;33;32
2018-01-29 09:00:00;4704;48;22
2018-01-29 09:15:00;5676;44;28
2018-01-29 09:30:00;4680;10;68
2018-01-29 09:45:00;5436;10;67
2018-01-29 10:00:00;5835;12;66
2018-01-29 10:15:00;6048;12;65
2018-01-29 10:30:00;5265;11;67
2018-01-29 10:45:00;5136;10;68
2018-01-29 11:00:00;4632;9;68
2018-01-29 11:15:00;4596;9;65
2018-01-29 11:30:00;4704;9;68
2018-01-29 11:45:00;4596;9;69
2018-01-29 12:00:00;4440;9;69
2018-01-29 12:15:00;4320;9;69
2018-01-29 12:30:00;4344;9;67
2018-01-29 12:45:00;3864;7;68
2018-01-29 13:00:00;4188;8;68
2018-01-29 13:15:00;4056;8;68
2018-01-29 13:30:00;4080;8;68
2018-01-29 13:45:00;4110;7;66
2018-01-29 14:00:00;4932;9;67
2018-01-29 14:15:00;4500;8;66
2018-01-29 14:30:00;5064;9;68
2018-01-29 14:45:00;6075;11;67
2018-01-29 15:00:00;5772;10;68
2018-01-29 15:15:00;5670;9;68
2018-01-29 15:30:00;5340;9;67
2018-01-29 15:45:00;5328;10;68
2018-01-29 16:00:00;6024;11;66
2018-01-29 16:15:00;5880;11;66
2018-01-29 16:30:00;4524;8;67
2018-01-29 16:45:00;5508;10;69
2018-01-29 17:00:00;5376;10;67
2018-01-29 17:15:00;4932;9;69
2018-01-29 17:30:00;4008;8;69
2018-01-29 17:45:00;5145;9;68
2018-01-29 18:00:00;5940;10;67
2018-01-29 18:15:00;4935;9;68
2018-01-29 18:30:00;4320;8;66
2018-01-29 18:45:00;6444;11;65
2018-01-29 19:00:00;6420;12;65
2018-01-29 19:15:00;6336;11;63
2018-01-29 19:30:00;7020;12;63
2018-01-29 19:45:00;6504;12;64
2018-01-29 20:00:00;5868;11;65
2018-01-29 20:15:00;5040;9;65
2018-01-29 20:30:00;4785;8;68
2018-01-29 20:45:00;4848;10;67
2018-01-29 21:00:00;4284;8;69
2018-01-29 21:15:00;4236;9;67
2018-01-29 21:30:00;3570;7;68
2018-01-29 21:45:00;3252;6;69
2018-01-29 22:00:00;2484;5;70
2018-01-29 22:15:00;2472;5;68
2018-01-29 22:30:00;2190;4;66
2018-01-29 22:45:00;2184;5;69
2018-01-29 23:00:00;1572;4;72
2018-01-29 23:15:00;1464;3;70
2018-01-29 23:30:00;1320;3;70
2018-01-29 23:45:00;1215;3;69
2018-01-30 00:00:00;912;2;67
2018-01-30 00:15:00;768;2;72
2018-01-30 00:30:00;420;1;74
2018-01-30 00:45:00;375;1;70
2018-01-30 01:00:00;372;1;68
2018-01-30 01:15:00;276;1;69
2018-01-30 01:30:00;204;0;74
2018-01-30 02:00:00;312;0;70
2018-01-30 02:30:00;132;0;71
2018-01-30 02:45:00;204;0;70
2018-01-30 03:15:00;132;0;68
2018-01-30 03:30:00;60;0;40
2018-01-30 04:00:00;135;0;79
2018-01-30 05:00:00;120;0;72
2018-01-30 05:30:00;480;1;70
2018-01-30 05:45:00;585;1;68
2018-01-30 06:00:00;765;2;68
2018-01-30 06:15:00;735;1;72
2018-01-30 06:30:00;1350;2;70
2018-01-30 06:45:00;3285;7;69
2018-01-30 07:00:00;6624;13;67
2018-01-30 07:15:00;7884;18;59
2018-01-30 07:30:00;6912;27;43
2018-01-30 07:45:00;4695;47;25
2018-01-30 08:00:00;6132;36;26
2018-01-30 08:15:00;4284;46;23
2018-01-30 08:30:00;7470;30;32
2018-01-30 08:45:00;3795;47;22
2018-01-30 09:00:00;6168;39;27
2018-01-30 09:15:00;5988;40;26
2018-01-30 09:30:00;7428;29;33
2018-01-30 09:45:00;5748;28;40
2018-01-30 10:00:00;5796;11;65
2018-01-30 10:15:00;5148;10;67
2018-01-30 10:30:00;5130;10;67
2018-01-30 10:45:00;5625;12;65
2018-01-30 11:00:00;4896;10;68
2018-01-30 11:15:00;4590;10;66
2018-01-30 11:30:00;4185;9;68
2018-01-30 11:45:00;3900;8;69
2018-01-30 12:00:00;4500;10;67
2018-01-30 12:15:00;4590;10;67
2018-01-30 12:30:00;4248;9;66
2018-01-30 12:45:00;5028;10;67
2018-01-30 13:00:00;4245;8;68
2018-01-30 13:15:00;4344;8;67
2018-01-30 13:30:00;4335;9;69
2018-01-30 13:45:00;4635;8;68
2018-01-30 14:00:00;4650;9;67
2018-01-30 14:15:00;5292;9;66
2018-01-30 14:30:00;5355;10;67
2018-01-30 14:45:00;6024;10;67
2018-01-30 15:00:00;5988;11;66
2018-01-30 15:15:00;5892;10;68
2018-01-30 15:30:00;6000;11;67
2018-01-30 15:45:00;5676;11;69
2018-01-30 16:00:00;5256;10;69
2018-01-30 16:15:00;5484;10;68
2018-01-30 16:30:00;5124;10;67
2018-01-30 16:45:00;4995;9;65
2018-01-30 17:00:00;5190;10;64
2018-01-30 17:15:00;5088;10;66
2018-01-30 17:30:00;4695;9;68
2018-01-30 17:45:00;5880;12;66
2018-01-30 18:00:00;5376;10;67
2018-01-30 18:15:00;6324;13;66
2018-01-30 18:30:00;5964;12;68
2018-01-30 18:45:00;6600;13;67
2018-01-30 19:00:00;7188;13;63
2018-01-30 19:15:00;6900;14;64
2018-01-30 19:30:00;6720;12;65
2018-01-30 19:45:00;6672;13;63
2018-01-30 20:00:00;5940;11;66
2018-01-30 20:15:00;5712;12;67
2018-01-30 20:30:00;4428;9;67
2018-01-30 20:45:00;4584;9;67
2018-01-30 21:00:00;4296;9;65
2018-01-30 21:15:00;4524;10;65
2018-01-30 21:30:00;3840;8;68
2018-01-30 21:45:00;3972;7;69
2018-01-30 22:00:00;2916;6;70
2018-01-30 22:15:00;2232;4;72
2018-01-30 22:30:00;2928;5;70
2018-01-30 22:45:00;3048;6;71
2018-01-30 23:00:00;2148;4;73
2018-01-30 23:15:00;1632;4;70
2018-01-30 23:30:00;1368;3;68
2018-01-30 23:45:00;1344;3;70
2018-01-31 00:00:00;1056;2;71
2018-01-31 00:15:00;1020;2;71
2018-01-31 00:30:00;516;1;72
2018-01-31 00:45:00;480;1;70
2018-01-31 01:00:00;552;2;70
2018-01-31 01:15:00;264;1;72
2018-01-31 01:30:00;384;1;68
2018-01-31 01:45:00;312;1;71
2018-01-31 02:00:00;324;1;72
2018-01-31 02:15:00;252;0;68
2018-01-31 02:30:00;156;0;67
2018-01-31 03:15:00;192;0;72
2018-01-31 03:45:00;120;0;44
2018-01-31 04:00:00;156;0;68
2018-01-31 04:15:00;96;1;38
2018-01-31 04:30:00;60;0;52
2018-01-31 04:45:00;84;0;29
2018-01-31 05:00:00;156;0;74
2018-01-31 05:15:00;225;0;69
2018-01-31 05:45:00;465;1;72
2018-01-31 06:00:00;660;1;71
2018-01-31 06:15:00;1020;2;71
2018-01-31 06:30:00;1590;3;70
2018-01-31 06:45:00;3732;8;73
2018-01-31 07:00:00;5916;12;71
2018-01-31 07:15:00;7440;16;67
2018-01-31 07:30:00;8064;21;50
2018-01-31 07:45:00;5844;33;33
2018-01-31 08:00:00;4512;41;25
2018-01-31 08:15:00;4104;45;23
2018-01-31 08:30:00;5172;35;28
2018-01-31 08:45:00;4560;44;24
2018-01-31 09:00:00;5592;41;24
2018-01-31 09:15:00;5895;40;26
2018-01-31 09:30:00;6876;34;30
2018-01-31 09:45:00;6756;17;57
2018-01-31 10:00:00;6750;13;64
2018-01-31 10:15:00;6864;14;64
2018-01-31 10:30:00;5490;11;66
2018-01-31 10:45:00;5088;10;68
2018-01-31 11:00:00;4776;10;70
2018-01-31 11:15:00;4332;9;70
2018-01-31 11:30:00;4410;8;69
2018-01-31 11:45:00;5004;10;67
2018-01-31 12:00:00;4368;9;69
2018-01-31 12:15:00;4530;9;68
2018-01-31 12:30:00;4755;9;70
2018-01-31 12:45:00;4800;9;68
2018-01-31 13:00:00;4128;8;68
2018-01-31 13:15:00;3780;6;67
2018-01-31 13:30:00;4245;9;65
2018-01-31 13:45:00;4380;7;66
2018-01-31 14:00:00;4404;9;65
2018-01-31 14:15:00;6132;11;66
2018-01-31 14:30:00;6180;11;67
2018-01-31 14:45:00;6780;12;67
2018-01-31 15:00:00;5424;10;69
2018-01-31 15:15:00;5676;10;67
2018-01-31 15:30:00;5400;10;68
2018-01-31 15:45:00;5280;10;67
2018-01-31 16:00:00;5220;9;68
2018-01-31 16:15:00;5076;9;68
2018-01-31 16:30:00;5136;9;68
2018-01-31 16:45:00;6024;11;65
2018-01-31 17:00:00;5208;10;67
2018-01-31 17:15:00;5100;10;67
2018-01-31 17:30:00;4380;8;69
2018-01-31 17:45:00;5250;10;67
2018-01-31 18:00:00;5664;10;67
2018-01-31 18:15:00;5544;9;66
2018-01-31 18:30:00;6000;11;65
2018-01-31 18:45:00;6945;12;64
2018-01-31 19:00:00;7065;14;63
2018-01-31 19:15:00;5940;12;62
2018-01-31 19:30:00;5865;11;65
2018-01-31 19:45:00;6288;11;62
2018-01-31 20:00:00;5484;11;59
2018-01-31 20:15:00;5565;9;65
2018-01-31 20:30:00;4935;10;66
2018-01-31 20:45:00;4992;9;65
2018-01-31 21:00:00;5484;10;66
2018-01-31 21:15:00;4560;9;65
2018-01-31 21:30:00;4260;9;67
2018-01-31 21:45:00;4350;8;68
2018-01-31 22:00:00;3252;6;71
2018-01-31 22:15:00;2760;6;70
2018-01-31 22:30:00;2544;5;69
2018-01-31 22:45:00;2535;5;71
2018-01-31 23:00:00;2112;4;68
2018-01-31 23:15:00;1428;3;70
2018-01-31 23:30:00;1515;3;72
2018-01-31 23:45:00;1830;4;68
2018-02-01 00:00:00;1545;3;68
2018-02-01 00:15:00;1560;3;69
2018-02-01 00:30:00;1020;2;72
2018-02-01 00:45:00;972;2;72
2018-02-01 01:00:00;648;1;78
2018-02-01 01:15:00;684;1;76
2018-02-01 01:30:00;492;1;72
2018-02-01 01:45:00;444;1;72
2018-02-01 02:00:00;510;1;69
2018-02-01 02:15:00;270;1;67
2018-02-01 02:30:00;336;1;72
2018-02-01 02:45:00;216;0;76
2018-02-01 03:00:00;192;0;72
2018-02-01 03:15:00;300;1;67
2018-02-01 03:30:00;180;0;79
2018-02-01 03:45:00;300;0;72
2018-02-01 04:15:00;240;0;69
2018-02-01 04:45:00;204;0;74
2018-02-01 05:00:00;192;0;71
2018-02-01 05:15:00;270;0;72
2018-02-01 05:30:00;360;1;70
2018-02-01 05:45:00;480;1;73
2018-02-01 06:00:00;636;1;72
2018-02-01 06:15:00;924;2;70
2018-02-01 06:30:00;1836;3;71
2018-02-01 06:45:00;3720;7;71
2018-02-01 07:00:00;5604;11;69
2018-02-01 07:15:00;7644;16;62
2018-02-01 07:30:00;6852;30;37
2018-02-01 07:45:00;7188;34;31
2018-02-01 08:00:00;6855;35;27
2018-02-01 08:15:00;5850;40;28
2018-02-01 08:30:00;6528;33;30
2018-02-01 08:45:00;6456;31;33
2018-02-01 09:00:00;5292;51;24
2018-02-01 09:15:00;4740;42;21
2018-02-01 09:30:00;4836;39;26
2018-02-01 09:45:00;7008;30;30
2018-02-01 10:00:00;5184;27;40
2018-02-01 10:15:00;5556;10;68
2018-02-01 10:30:00;5568;11;66
2018-02-01 10:45:00;4680;9;65
2018-02-01 11:00:00;3996;8;64
2018-02-01 11:15:00;3756;7;66
2018-02-01 11:30:00;4620;9;66
2018-02-01 11:45:00;4680;9;65
2018-02-01 12:00:00;4920;10;62
2018-02-01 12:15:00;4740;10;63
2018-02-01 12:30:00;4608;10;67
2018-02-01 12:45:00;4224;9;66
2018-02-01 13:00:00;4068;8;67
2018-02-01 13:15:00;4812;10;66
2018-02-01 13:30:00;4548;9;67
2018-02-01 13:45:00;3840;6;68
2018-02-01 14:00:00;4932;10;67
2018-02-01 14:15:00;4980;9;69
2018-02-01 14:30:00;6144;11;66
2018-02-01 14:45:00;6405;11;64
2018-02-01 15:00:00;7140;12;67
2018-02-01 15:15:00;5376;10;68
2018-02-01 15:30:00;4944;9;69
2018-02-01 15:45:00;5520;10;68
2018-02-01 16:00:00;5604;10;69
2018-02-01 16:15:00;5268;10;67
2018-02-01 16:30:00;5280;9;68
2018-02-01 16:45:00;6096;10;66
2018-02-01 17:00:00;5076;10;68
2018-02-01 17:15:00;5184;9;67
2018-02-01 17:30:00;5028;8;69
2018-02-01 17:45:00;5775;9;67
2018-02-01 18:00:00;6288;11;65
2018-02-01 18:15:00;6252;11;65
2018-02-01 18:30:00;5760;11;66
2018-02-01 18:45:00;6600;12;63
2018-02-01 19:00:00;6615;11;62
2018-02-01 19:15:00;6696;13;61
2018-02-01 19:30:00;6252;12;62
2018-02-01 19:45:00;6048;11;64
2018-02-01 20:00:00;6780;13;59
2018-02-01 20:15:00;6336;12;60
2018-02-01 20:30:00;4755;8;66
2018-02-01 20:45:00;5400;11;64
2018-02-01 21:00:00;5124;10;64
2018-02-01 21:15:00;4284;9;66
2018-02-01 21:30:00;4764;8;66
2018-02-01 21:45:00;4668;9;66
2018-02-01 22:00:00;3612;7;67
2018-02-01 22:15:00;2976;6;68
2018-02-01 22:30:00;2385;5;68
2018-02-01 22:45:00;2445;5;66
2018-02-01 23:00:00;1320;3;68
2018-02-01 23:15:00;1476;3;69
2018-02-01 23:30:00;1440;2;70
2018-02-01 23:45:00;1476;3;71
2018-02-02 00:00:00;2055;4;69
2018-02-02 00:15:00;1452;3;70
2018-02-02 00:30:00;930;2;69
2018-02-02 00:45:00;1080;2;72
2018-02-02 01:00:00;930;2;74
2018-02-02 01:15:00;600;1;68
2018-02-02 01:30:00;600;1;71
2018-02-02 01:45:00;516;1;72
2018-02-02 02:00:00;435;1;72
2018-02-02 02:15:00;300;0;68
2018-02-02 02:30:00;405;1;71
2018-02-02 02:45:00;168;0;68
2018-02-02 03:00:00;192;0;67
2018-02-02 03:15:00;204;0;72
2018-02-02 03:30:00;96;0;71
2018-02-02 04:00:00;168;0;73
2018-02-02 04:30:00;228;0;68
2018-02-02 04:45:00;252;0;66
2018-02-02 05:00:00;168;1;70
2018-02-02 05:15:00;135;0;35
2018-02-02 05:30:00;360;0;73
2018-02-02 05:45:00;540;1;68
2018-02-02 06:00:00;804;1;71
2018-02-02 06:15:00;1020;2;72
2018-02-02 06:30:00;1710;3;71
2018-02-02 06:45:00;3312;6;72
2018-02-02 07:00:00;6288;12;72
2018-02-02 07:15:00;7752;17;66
