fecha;intensidad;ocupacion;vmed
2018-07-01 00:00:00;2148;4;69
2018-07-01 00:15:00;2304;3;68
2018-07-01 00:30:00;1596;3;67
2018-07-01 00:45:00;2316;4;68
2018-07-01 01:00:00;2100;5;68
2018-07-01 01:15:00;2040;4;69
2018-07-01 01:30:00;2124;4;69
2018-07-01 01:45:00;1992;4;68
2018-07-01 02:00:00;1800;4;69
2018-07-01 02:15:00;1128;2;69
2018-07-01 02:30:00;1056;2;67
2018-07-01 02:45:00;1188;3;69
2018-07-01 03:00:00;1176;3;72
2018-07-01 03:15:00;1188;3;72
2018-07-01 03:30:00;768;2;75
2018-07-01 03:45:00;840;1;72
2018-07-01 04:00:00;648;1;74
2018-07-01 04:15:00;528;1;68
2018-07-01 04:30:00;528;1;61
2018-07-01 04:45:00;396;1;71
2018-07-01 05:00:00;600;1;71
2018-07-01 05:15:00;348;1;71
2018-07-01 05:30:00;408;1;54
2018-07-01 05:45:00;480;1;72
2018-07-01 06:00:00;408;1;69
2018-07-01 06:15:00;648;1;69
2018-07-01 06:30:00;744;1;55
2018-07-01 06:45:00;1128;2;70
2018-07-01 07:00:00;1344;2;71
2018-07-01 07:15:00;1152;2;68
2018-07-01 07:30:00;1200;2;73
2018-07-01 07:45:00;1896;4;70
2018-07-01 08:00:00;1812;4;70
2018-07-01 08:15:00;1680;4;70
2018-07-01 08:30:00;1248;2;55
2018-07-01 08:45:00;2100;5;70
2018-07-01 09:00:00;2244;4;69
2018-07-01 09:15:00;2064;4;72
2018-07-01 09:30:00;2232;4;70
2018-07-01 09:45:00;2280;4;70
2018-07-01 10:00:00;2244;5;71
2018-07-01 10:15:00;2724;6;71
2018-07-01 10:30:00;2340;5;71
2018-07-01 10:45:00;3924;8;69
2018-07-01 11:00:00;3624;7;68
2018-07-01 11:15:00;3504;7;70
2018-07-01 11:30:00;3288;6;70
2018-07-01 11:45:00;4140;8;69
2018-07-01 12:00:00;4368;8;68
2018-07-01 12:15:00;4380;9;68
2018-07-01 12:30:00;4128;8;67
2018-07-01 12:45:00;4764;10;66
2018-07-01 13:00:00;4668;9;65
2018-07-01 13:15:00;4620;8;68
2018-07-01 13:30:00;4488;9;67
2018-07-01 13:45:00;4800;9;67
2018-07-01 14:00:00;4980;10;65
2018-07-01 14:15:00;4524;9;67
2018-07-01 14:30:00;3972;7;67
2018-07-01 14:45:00;4704;10;67
2018-07-01 15:00:00;4224;8;67
2018-07-01 15:15:00;2928;5;68
2018-07-01 15:30:00;2436;5;69
2018-07-01 15:45:00;2712;5;68
2018-07-01 16:00:00;3924;7;71
2018-07-01 16:15:00;2460;4;70
2018-07-01 16:30:00;1896;4;69
2018-07-01 16:45:00;1692;3;67
2018-07-01 17:00:00;1956;3;71
2018-07-01 17:15:00;2220;4;67
2018-07-01 17:30:00;1764;3;71
2018-07-01 17:45:00;2304;4;69
2018-07-01 18:00:00;1884;3;72
2018-07-01 18:15:00;2052;4;69
2018-07-01 18:30:00;2424;5;68
2018-07-01 18:45:00;2244;5;68
2018-07-01 19:00:00;2172;4;68
2018-07-01 19:15:00;3372;7;69
2018-07-01 19:30:00;5040;10;65
2018-07-01 19:45:00;5028;10;66
2018-07-01 20:00:00;4764;9;66
2018-07-01 20:15:00;4164;8;68
2018-07-01 20:30:00;3156;6;70
2018-07-01 20:45:00;3936;8;67
2018-07-01 21:00:00;4008;7;69
2018-07-01 21:15:00;4068;7;68
2018-07-01 21:30:00;4200;8;68
2018-07-01 21:45:00;4032;8;67
2018-07-01 22:00:00;3540;7;69
2018-07-01 22:15:00;3540;7;70
2018-07-01 22:30:00;2808;5;70
2018-07-01 22:45:00;3192;6;68
2018-07-01 23:00:00;3084;6;70
2018-07-01 23:15:00;2712;5;69
2018-07-01 23:30:00;2172;4;69
2018-07-01 23:45:00;2280;5;70
2018-07-02 00:00:00;2028;4;68
2018-07-02 00:15:00;1980;4;69
2018-07-02 00:30:00;1248;2;69
2018-07-02 00:45:00;1404;3;72
2018-07-02 01:00:00;1152;2;72
2018-07-02 01:15:00;1068;2;72
2018-07-02 01:30:00;972;2;71
2018-07-02 01:45:00;852;2;73
2018-07-02 02:00:00;732;1;71
2018-07-02 02:15:00;504;1;71
2018-07-02 02:30:00;288;0;59
2018-07-02 02:45:00;360;0;73
2018-07-02 03:00:00;276;1;68
2018-07-02 03:15:00;156;0;66
2018-07-02 03:30:00;216;1;58
2018-07-02 03:45:00;216;0;76
2018-07-02 04:00:00;144;0;76
2018-07-02 04:15:00;108;0;64
2018-07-02 04:30:00;240;1;68
2018-07-02 04:45:00;264;0;68
2018-07-02 05:00:00;144;1;57
2018-07-02 05:15:00;348;1;70
2018-07-02 05:30:00;468;1;69
2018-07-02 05:45:00;540;1;68
2018-07-02 06:00:00;948;2;71
2018-07-02 06:15:00;888;2;68
2018-07-02 06:30:00;1920;4;71
2018-07-02 06:45:00;3516;7;71
2018-07-02 07:00:00;5400;10;68
2018-07-02 07:15:00;7596;15;66
2018-07-02 07:30:00;5892;31;42
2018-07-02 07:45:00;3372;53;25
2018-07-02 08:00:00;4236;44;19
2018-07-02 08:15:00;4368;44;22
2018-07-02 08:30:00;2964;40;19
2018-07-02 08:45:00;6168;34;26
2018-07-02 09:00:00;5124;39;23
2018-07-02 09:15:00;5484;37;29
2018-07-02 09:30:00;5040;44;24
2018-07-02 09:45:00;6312;34;30
2018-07-02 10:00:00;5244;33;25
2018-07-02 10:15:00;5556;21;43
2018-07-02 10:30:00;3840;8;64
2018-07-02 10:45:00;5028;10;67
2018-07-02 11:00:00;5400;10;67
2018-07-02 11:15:00;5016;10;68
2018-07-02 11:30:00;4116;8;65
2018-07-02 11:45:00;5016;10;65
2018-07-02 12:00:00;4908;9;66
2018-07-02 12:15:00;4716;8;67
2018-07-02 12:30:00;4320;8;67
2018-07-02 12:45:00;4356;9;67
2018-07-02 13:00:00;4464;9;67
2018-07-02 13:15:00;4524;9;69
2018-07-02 13:30:00;4692;9;67
2018-07-02 13:45:00;4968;9;69
2018-07-02 14:00:00;4560;9;68
2018-07-02 14:15:00;4908;9;68
2018-07-02 14:30:00;4572;8;68
2018-07-02 14:45:00;6060;11;65
2018-07-02 15:00:00;6144;10;66
2018-07-02 15:15:00;5892;10;67
2018-07-02 15:30:00;5640;10;67
2018-07-02 15:45:00;6276;11;64
2018-07-02 16:00:00;5484;10;67
2018-07-02 16:15:00;5772;10;66
2018-07-02 16:30:00;5292;10;65
2018-07-02 16:45:00;5064;9;66
2018-07-02 17:00:00;5616;9;65
2018-07-02 17:15:00;5256;10;66
2018-07-02 17:30:00;3480;6;68
2018-07-02 17:45:00;5796;11;65
2018-07-02 18:00:00;5000;9;65
2018-07-02 18:15:00;5412;10;65
2018-07-02 18:30:00;4752;8;69
2018-07-02 18:45:00;6900;13;65
2018-07-02 19:00:00;6036;12;66
2018-07-02 19:15:00;6180;11;66
2018-07-02 19:30:00;4668;8;65
2018-07-02 19:45:00;6360;12;67
2018-07-02 20:00:00;5676;10;69
2018-07-02 20:15:00;5136;10;68
2018-07-02 20:30:00;4416;8;70
2018-07-02 20:45:00;3972;9;69
2018-07-02 21:00:00;4644;9;69
2018-07-02 21:15:00;3840;8;70
2018-07-02 21:30:00;3312;6;69
2018-07-02 21:45:00;3600;7;72
2018-07-02 22:00:00;3228;5;72
2018-07-02 22:15:00;2688;6;73
2018-07-02 22:30:00;1932;4;73
2018-07-02 22:45:00;2376;5;72
2018-07-02 23:00:00;2328;5;71
2018-07-02 23:15:00;1632;4;72
2018-07-02 23:30:00;1488;3;70
2018-07-02 23:45:00;1692;3;72
2018-07-03 00:00:00;1452;2;72
2018-07-03 00:15:00;1104;2;73
2018-07-03 00:30:00;1020;2;72
2018-07-03 00:45:00;648;1;73
2018-07-03 01:00:00;552;1;68
2018-07-03 01:15:00;756;2;71
2018-07-03 01:30:00;720;2;75
2018-07-03 01:45:00;468;2;71
2018-07-03 02:00:00;324;0;65
2018-07-03 02:15:00;324;0;69
2018-07-03 02:30:00;192;0;71
2018-07-03 02:45:00;216;0;65
2018-07-03 03:00:00;180;1;70
2018-07-03 03:15:00;240;1;72
2018-07-03 03:30:00;168;0;51
2018-07-03 05:00:00;240;0;70
2018-07-03 05:15:00;180;0;71
2018-07-03 05:30:00;276;0;73
2018-07-03 05:45:00;576;1;70
2018-07-03 06:00:00;900;2;71
2018-07-03 06:15:00;1020;2;71
2018-07-03 06:30:00;2160;6;71
2018-07-03 06:45:00;3408;7;68
2018-07-03 07:00:00;5592;11;70
2018-07-03 07:15:00;7608;14;68
2018-07-03 07:30:00;5184;28;40
2018-07-03 07:45:00;5712;44;27
2018-07-03 08:00:00;6420;37;25
2018-07-03 08:15:00;4512;46;22
2018-07-03 08:30:00;4392;46;20
2018-07-03 08:45:00;3636;44;23
2018-07-03 09:00:00;4884;39;26
2018-07-03 09:15:00;5004;43;21
2018-07-03 09:30:00;4476;31;26
2018-07-03 09:45:00;7128;21;43
2018-07-03 10:00:00;5016;20;53
2018-07-03 10:15:00;5508;11;66
2018-07-03 10:30:00;4548;9;67
2018-07-03 10:45:00;4632;9;68
2018-07-03 11:00:00;4992;9;67
2018-07-03 11:15:00;5052;10;66
2018-07-03 11:30:00;4068;8;69
2018-07-03 11:45:00;4524;9;65
2018-07-03 12:00:00;5028;10;65
2018-07-03 12:15:00;4740;9;63
2018-07-03 12:30:00;3684;7;67
2018-07-03 12:45:00;4536;8;64
2018-07-03 13:00:00;4344;9;66
2018-07-03 13:15:00;5400;11;66
2018-07-03 13:30:00;5004;9;65
2018-07-03 13:45:00;4728;9;66
2018-07-03 14:00:00;4680;9;66
2018-07-03 14:15:00;4956;9;66
2018-07-03 14:30:00;4644;8;66
2018-07-03 14:45:00;6204;11;66
2018-07-03 15:00:00;5640;11;64
2018-07-03 15:15:00;6300;11;65
2018-07-03 15:30:00;4908;10;65
2018-07-03 15:45:00;6408;11;64
2018-07-03 16:00:00;6396;11;63
2018-07-03 16:15:00;5988;10;67
2018-07-03 16:30:00;3804;7;68
2018-07-03 16:45:00;5268;10;69
2018-07-03 17:00:00;5460;11;68
2018-07-03 17:15:00;4500;10;69
2018-07-03 17:30:00;4116;8;66
2018-07-03 17:45:00;5520;10;68
2018-07-03 18:00:00;5352;12;57
2018-07-03 18:15:00;4704;9;68
2018-07-03 18:30:00;6252;12;67
2018-07-03 18:45:00;6468;11;66
2018-07-03 19:00:00;6348;12;65
2018-07-03 19:15:00;5640;11;65
2018-07-03 19:30:00;4572;8;65
2018-07-03 19:45:00;5904;11;66
2018-07-03 20:00:00;5760;10;65
2018-07-03 20:15:00;4848;9;67
2018-07-03 20:30:00;4044;7;68
2018-07-03 20:45:00;4900;9;67
2018-07-03 21:00:00;4280;8;67
2018-07-03 21:15:00;3840;7;70
2018-07-03 21:30:00;3012;5;71
2018-07-03 21:45:00;3876;8;70
2018-07-03 22:00:00;2832;5;71
2018-07-03 22:15:00;2532;5;72
2018-07-03 22:30:00;2736;5;69
2018-07-03 22:45:00;2436;5;68
2018-07-03 23:00:00;2100;5;68
2018-07-03 23:15:00;1656;4;71
2018-07-03 23:30:00;1932;4;70
2018-07-03 23:45:00;1908;3;69
2018-07-04 00:00:00;2088;4;69
2018-07-04 00:15:00;1428;3;70
2018-07-04 00:30:00;1104;2;68
2018-07-04 00:45:00;1080;3;68
2018-07-04 01:00:00;1092;3;68
2018-07-04 01:15:00;600;2;67
2018-07-04 01:30:00;432;1;52
2018-07-04 01:45:00;648;1;71
2018-07-04 02:00:00;444;1;68
2018-07-04 02:15:00;300;1;60
2018-07-04 02:30:00;192;0;61
2018-07-04 02:45:00;312;1;71
2018-07-04 03:00:00;240;1;74
2018-07-04 03:15:00;156;0;69
2018-07-04 03:45:00;264;1;53
2018-07-04 04:15:00;280;1;47
2018-07-04 04:30:00;168;0;58
2018-07-04 05:00:00;252;1;65
2018-07-04 05:15:00;396;1;69
2018-07-04 05:30:00;384;1;60
2018-07-04 05:45:00;420;1;73
2018-07-04 06:00:00;948;2;74
2018-07-04 06:15:00;972;2;73
2018-07-04 06:30:00;1596;3;70
2018-07-04 06:45:00;3020;6;71
2018-07-04 07:00:00;5730;10;69
2018-07-04 07:15:00;5196;10;70
2018-07-04 07:30:00;6036;11;67
2018-07-04 07:45:00;6720;30;47
2018-07-04 08:00:00;7248;33;30
2018-07-04 08:15:00;4320;42;24
2018-07-04 08:30:00;2556;38;27
2018-07-04 08:45:00;5244;42;24
2018-07-04 09:00:00;5832;33;32
2018-07-04 09:15:00;5244;34;29
2018-07-04 09:30:00;6132;37;27
2018-07-04 09:45:00;6036;34;30
2018-07-04 10:00:00;6492;16;54
2018-07-04 10:15:00;5148;9;68
2018-07-04 10:30:00;3852;7;69
2018-07-04 10:45:00;5268;11;68
2018-07-04 11:00:00;5160;10;67
2018-07-04 11:15:00;5040;10;68
2018-07-04 11:30:00;5124;10;66
2018-07-04 11:45:00;5160;10;64
2018-07-04 12:00:00;5076;10;65
2018-07-04 12:15:00;5748;12;63
2018-07-04 12:30:00;4116;8;66
2018-07-04 12:45:00;5208;11;65
2018-07-04 13:00:00;5052;10;63
2018-07-04 13:15:00;4920;9;65
2018-07-04 13:30:00;3696;8;66
2018-07-04 13:45:00;5316;9;66
2018-07-04 14:00:00;4908;9;68
2018-07-04 14:15:00;5376;10;66
2018-07-04 14:30:00;4260;8;67
2018-07-04 14:45:00;6528;12;66
2018-07-04 15:00:00;5952;11;65
2018-07-04 15:15:00;5964;11;66
2018-07-04 15:30:00;5376;9;67
2018-07-04 15:45:00;6492;11;65
2018-07-04 16:00:00;5904;10;63
2018-07-04 16:15:00;5688;11;65
2018-07-04 16:30:00;6024;10;67
2018-07-04 16:45:00;5556;10;66
2018-07-04 17:00:00;5856;10;64
2018-07-04 17:15:00;5076;10;66
2018-07-04 17:30:00;6348;11;65
2018-07-04 17:45:00;5268;10;63
2018-07-04 18:00:00;5928;11;63
2018-07-04 18:15:00;6096;12;65
2018-07-04 18:30:00;6564;12;66
2018-07-04 18:45:00;6420;12;65
2018-07-04 19:00:00;5832;11;67
2018-07-04 19:15:00;5712;11;66
2018-07-04 19:30:00;5988;11;65
2018-07-04 19:45:00;5832;12;67
2018-07-04 20:00:00;5604;11;65
2018-07-04 20:15:00;5040;10;68
2018-07-04 20:30:00;4380;9;70
2018-07-04 20:45:00;5184;10;68
2018-07-04 21:00:00;4848;10;69
2018-07-04 21:15:00;5448;11;67
2018-07-04 21:30:00;4740;9;67
2018-07-04 21:45:00;4152;8;69
2018-07-04 22:00:00;3348;6;68
2018-07-04 22:15:00;3228;8;71
2018-07-04 22:30:00;2904;6;73
2018-07-04 22:45:00;2832;6;72
2018-07-04 23:00:00;2124;4;71
2018-07-04 23:15:00;2280;5;74
2018-07-04 23:30:00;1632;3;71
2018-07-04 23:45:00;1800;4;70
2018-07-05 00:00:00;1596;3;72
2018-07-05 00:15:00;1200;3;72
2018-07-05 00:30:00;1524;3;72
2018-07-05 00:45:00;1140;2;72
2018-07-05 01:00:00;1020;2;73
2018-07-05 01:15:00;1080;2;69
2018-07-05 01:30:00;720;2;72
2018-07-05 01:45:00;684;2;72
2018-07-05 02:00:00;348;1;71
2018-07-05 02:15:00;396;1;73
2018-07-05 02:30:00;348;1;67
2018-07-05 02:45:00;324;1;70
2018-07-05 03:30:00;228;1;71
2018-07-05 03:45:00;156;0;67
2018-07-05 04:00:00;204;0;72
2018-07-05 04:30:00;156;0;72
2018-07-05 04:45:00;228;1;71
2018-07-05 05:00:00;288;1;77
2018-07-05 05:15:00;372;1;69
2018-07-05 05:30:00;300;1;72
2018-07-05 05:45:00;552;2;69
2018-07-05 06:00:00;1092;2;71
2018-07-05 06:15:00;1104;2;70
2018-07-05 06:30:00;2052;4;71
2018-07-05 06:45:00;3336;6;68
2018-07-05 07:00:00;5676;10;66
2018-07-05 07:15:00;6972;13;67
2018-07-05 07:30:00;5664;32;42
2018-07-05 07:45:00;5724;39;25
2018-07-05 08:00:00;5484;40;24
2018-07-05 08:15:00;6372;35;30
2018-07-05 08:30:00;4956;42;23
2018-07-05 08:45:00;5088;41;20
2018-07-05 09:00:00;4176;43;21
2018-07-05 09:15:00;6600;30;33
2018-07-05 09:30:00;4488;47;21
2018-07-05 09:45:00;6372;26;33
2018-07-05 10:00:00;5580;13;58
2018-07-05 10:15:00;4716;9;68
2018-07-05 10:30:00;4080;9;66
2018-07-05 10:45:00;4980;10;67
2018-07-05 11:00:00;5208;10;66
2018-07-05 11:15:00;5028;10;66
2018-07-05 11:30:00;4824;9;67
2018-07-05 11:45:00;5328;10;64
2018-07-05 12:00:00;5496;10;67
2018-07-05 12:15:00;5004;10;65
2018-07-05 12:30:00;4932;10;66
2018-07-05 12:45:00;5448;10;64
2018-07-05 13:00:00;5208;9;66
2018-07-05 13:15:00;4632;9;66
2018-07-05 13:30:00;4752;9;64
2018-07-05 13:45:00;5376;10;65
2018-07-05 14:00:00;5640;11;64
2018-07-05 14:15:00;5460;10;68
2018-07-05 14:30:00;5700;10;68
2018-07-05 14:45:00;6732;13;66
2018-07-05 15:00:00;6864;12;64
2018-07-05 15:15:00;6180;12;66
2018-07-05 15:30:00;7524;14;66
2018-07-05 15:45:00;6288;11;68
2018-07-05 16:00:00;6984;13;64
2018-07-05 16:15:00;5952;11;66
2018-07-05 16:30:00;4908;10;67
2018-07-05 16:45:00;5604;11;67
2018-07-05 17:00:00;5196;10;67
2018-07-05 17:15:00;4944;9;67
2018-07-05 17:30:00;4620;9;66
2018-07-05 17:45:00;5664;11;63
2018-07-05 18:00:00;5712;11;62
2018-07-05 18:15:00;6492;12;64
2018-07-05 18:30:00;7680;14;62
2018-07-05 18:45:00;6384;11;63
2018-07-05 19:00:00;5904;11;64
2018-07-05 19:15:00;5676;10;65
2018-07-05 19:30:00;7548;17;62
2018-07-05 19:45:00;6264;11;66
2018-07-05 20:00:00;6816;12;64
2018-07-05 20:15:00;6024;12;64
2018-07-05 20:30:00;5964;11;65
2018-07-05 20:45:00;5592;10;65
2018-07-05 21:00:00;5400;9;67
2018-07-05 21:15:00;4992;9;68
2018-07-05 21:30:00;6000;11;68
2018-07-05 21:45:00;4452;9;69
2018-07-05 22:00:00;3720;7;68
2018-07-05 22:15:00;3936;8;67
2018-07-05 22:30:00;3816;8;69
2018-07-05 22:45:00;2808;6;68
2018-07-05 23:00:00;2508;5;69
2018-07-05 23:15:00;2076;4;68
2018-07-05 23:30:00;1824;3;70
2018-07-05 23:45:00;2316;5;71
2018-07-06 00:00:00;1452;3;69
2018-07-06 00:15:00;1512;3;70
2018-07-06 00:30:00;1404;4;68
2018-07-06 00:45:00;1548;3;68
2018-07-06 01:00:00;1848;3;68
2018-07-06 01:15:00;1260;3;68
2018-07-06 01:30:00;1152;2;66
2018-07-06 01:45:00;876;2;70
2018-07-06 02:00:00;780;1;68
2018-07-06 02:15:00;492;1;72
2018-07-06 02:30:00;468;1;68
2018-07-06 02:45:00;756;2;72
2018-07-06 03:00:00;288;0;73
2018-07-06 03:15:00;276;1;70
2018-07-06 03:30:00;264;1;72
2018-07-06 03:45:00;396;1;68
2018-07-06 04:00:00;288;1;72
2018-07-06 04:15:00;156;0;62
2018-07-06 04:30:00;276;1;72
2018-07-06 04:45:00;300;1;75
2018-07-06 05:00:00;312;1;76
2018-07-06 05:15:00;384;1;74
2018-07-06 05:30:00;312;1;68
2018-07-06 05:45:00;660;2;71
2018-07-06 06:00:00;984;2;71
2018-07-06 06:15:00;1080;2;70
2018-07-06 06:30:00;2280;5;69
2018-07-06 06:45:00;2940;6;68
2018-07-06 07:00:00;5124;10;68
2018-07-06 07:15:00;7536;13;66
2018-07-06 07:30:00;6900;13;64
2018-07-06 07:45:00;5472;32;36
2018-07-06 08:00:00;3780;51;22
2018-07-06 08:15:00;6324;49;24
2018-07-06 08:30:00;6396;41;30
2018-07-06 08:45:00;6912;29;34
2018-07-06 09:00:00;6276;30;38
2018-07-06 09:15:00;5184;28;37
2018-07-06 09:30:00;5340;10;65
2018-07-06 09:45:00;5568;11;65
2018-07-06 10:00:00;6228;13;63
2018-07-06 10:15:00;4932;10;66
2018-07-06 10:30:00;4620;9;65
2018-07-06 10:45:00;4704;10;67
2018-07-06 11:00:00;4080;8;66
2018-07-06 11:15:00;4080;8;66
2018-07-06 11:30:00;4200;9;65
2018-07-06 11:45:00;4956;9;66
2018-07-06 12:00:00;4908;10;65
2018-07-06 12:15:00;4944;9;67
2018-07-06 12:30:00;4704;9;67
2018-07-06 12:45:00;5724;12;66
2018-07-06 13:00:00;5196;10;67
2018-07-06 13:15:00;5460;10;66
2018-07-06 13:30:00;4644;8;68
2018-07-06 13:45:00;5160;9;68
2018-07-06 14:00:00;5628;12;67
2018-07-06 14:15:00;6264;10;67
2018-07-06 14:30:00;6924;12;65
2018-07-06 14:45:00;7464;13;64
2018-07-06 15:00:00;7608;14;63
2018-07-06 15:15:00;7668;22;50
2018-07-06 15:30:00;7812;16;57
2018-07-06 15:45:00;7236;26;40
2018-07-06 16:00:00;7392;22;41
2018-07-06 16:15:00;6204;14;56
2018-07-06 16:30:00;4872;10;67
2018-07-06 16:45:00;5064;9;67
2018-07-06 17:00:00;5832;11;62
2018-07-06 17:15:00;5376;10;65
2018-07-06 17:30:00;5124;9;66
2018-07-06 17:45:00;5568;10;65
2018-07-06 18:00:00;5532;11;64
2018-07-06 18:15:00;5172;11;65
2018-07-06 18:30:00;6540;13;65
2018-07-06 18:45:00;6564;13;63
2018-07-06 19:00:00;5520;11;64
2018-07-06 19:15:00;6120;12;64
2018-07-06 19:30:00;5004;10;66
2018-07-06 19:45:00;5628;10;65
2018-07-06 20:00:00;5436;10;66
2018-07-06 20:15:00;5436;10;66
2018-07-06 20:30:00;5988;11;65
2018-07-06 20:45:00;4620;10;67
2018-07-06 21:00:00;4596;10;66
2018-07-06 21:15:00;4692;9;67
2018-07-06 21:30:00;4305;8;68
2018-07-06 21:45:00;4284;8;68
2018-07-06 22:00:00;3360;6;69
2018-07-06 22:15:00;2592;5;69
2018-07-06 22:30:00;2976;6;69
2018-07-06 22:45:00;2928;6;69
2018-07-06 23:00:00;2352;5;72
2018-07-06 23:15:00;2172;5;70
2018-07-06 23:30:00;1884;3;71
2018-07-06 23:45:00;2196;4;73
2018-07-07 00:00:00;2040;4;71
2018-07-07 00:15:00;1668;3;70
2018-07-07 00:30:00;1824;4;70
2018-07-07 00:45:00;1932;3;70
2018-07-07 01:00:00;1668;3;70
2018-07-07 01:15:00;1752;4;70
2018-07-07 01:30:00;1356;3;70
2018-07-07 01:45:00;1140;2;73
2018-07-07 02:00:00;1032;2;70
2018-07-07 02:15:00;792;2;73
2018-07-07 02:30:00;708;2;70
2018-07-07 02:45:00;744;2;74
2018-07-07 03:00:00;672;1;71
2018-07-07 03:15:00;624;2;72
2018-07-07 03:30:00;792;2;70
2018-07-07 03:45:00;660;2;71
2018-07-07 04:00:00;384;1;77
2018-07-07 04:15:00;372;1;72
2018-07-07 04:30:00;504;1;70
2018-07-07 04:45:00;492;1;73
2018-07-07 05:00:00;528;1;79
2018-07-07 05:15:00;456;1;71
2018-07-07 05:30:00;384;1;72
2018-07-07 05:45:00;552;2;70
2018-07-07 06:00:00;816;1;71
2018-07-07 06:15:00;696;2;71
2018-07-07 06:30:00;1080;2;71
2018-07-07 06:45:00;1632;4;72
2018-07-07 07:00:00;1824;4;73
2018-07-07 07:15:00;1416;3;72
2018-07-07 07:30:00;2460;5;70
2018-07-07 07:45:00;2436;5;69
2018-07-07 08:00:00;2652;5;69
2018-07-07 08:15:00;1812;4;71
2018-07-07 08:30:00;1920;5;69
2018-07-07 08:45:00;2880;6;69
2018-07-07 09:00:00;2424;5;70
2018-07-07 09:15:00;3084;6;67
2018-07-07 09:30:00;3288;7;68
2018-07-07 09:45:00;3540;7;68
2018-07-07 10:00:00;3936;8;67
2018-07-07 10:15:00;4680;9;66
2018-07-07 10:30:00;3852;8;67
2018-07-07 10:45:00;3972;10;67
2018-07-07 11:00:00;4908;10;66
2018-07-07 11:15:00;4764;9;66
2018-07-07 11:30:00;5352;10;66
2018-07-07 11:45:00;5016;10;66
2018-07-07 12:00:00;5136;9;66
2018-07-07 12:15:00;4908;10;65
2018-07-07 12:30:00;4680;9;67
2018-07-07 12:45:00;4512;9;66
2018-07-07 13:00:00;4608;10;66
2018-07-07 13:15:00;5064;10;65
2018-07-07 13:30:00;3744;7;67
2018-07-07 13:45:00;4560;8;67
2018-07-07 14:00:00;4908;9;67
2018-07-07 14:15:00;4752;9;68
2018-07-07 14:30:00;4284;8;68
2018-07-07 14:45:00;4428;8;67
2018-07-07 15:00:00;4080;8;69
2018-07-07 15:15:00;2772;5;71
2018-07-07 15:30:00;2856;6;70
2018-07-07 15:45:00;2976;6;71
2018-07-07 16:00:00;2604;5;72
2018-07-07 16:15:00;2292;5;69
2018-07-07 16:30:00;2472;4;70
2018-07-07 16:45:00;2400;5;71
2018-07-07 17:00:00;2496;5;70
2018-07-07 17:15:00;2316;5;70
2018-07-07 17:30:00;2640;4;69
2018-07-07 17:45:00;3024;6;68
2018-07-07 18:00:00;3684;8;69
2018-07-07 18:15:00;3804;7;70
2018-07-07 18:30:00;3564;7;69
2018-07-07 18:45:00;4212;8;69
2018-07-07 19:00:00;3888;8;69
2018-07-07 19:15:00;3840;8;68
2018-07-07 19:30:00;3660;7;69
2018-07-07 19:45:00;3564;7;69
2018-07-07 20:00:00;3996;8;69
2018-07-07 20:15:00;4104;8;68
2018-07-07 20:30:00;4332;9;66
2018-07-07 20:45:00;3552;8;69
2018-07-07 21:00:00;3690;7;70
2018-07-07 21:15:00;3516;7;65
2018-07-07 21:30:00;3672;6;68
2018-07-07 21:45:00;3636;6;69
2018-07-07 22:00:00;3348;6;68
2018-07-07 22:15:00;2760;6;67
2018-07-07 22:30:00;2568;4;68
2018-07-07 22:45:00;2796;5;67
2018-07-07 23:00:00;2112;4;68
2018-07-07 23:15:00;1920;4;68
2018-07-07 23:30:00;2136;4;70
2018-07-07 23:45:00;2172;4;68
2018-07-08 00:00:00;2340;5;69
2018-07-08 00:15:00;1992;4;69
2018-07-08 00:30:00;2268;4;70
2018-07-08 00:45:00;1416;4;69
2018-07-08 01:00:00;2052;4;70
2018-07-08 01:15:00;1836;3;70
2018-07-08 01:30:00;1632;4;69
2018-07-08 01:45:00;1776;3;68
2018-07-08 02:00:00;1524;3;71
2018-07-08 02:15:00;1344;3;70
2018-07-08 02:30:00;1056;3;71
2018-07-08 02:45:00;1296;3;69
2018-07-08 03:00:00;1080;2;71
2018-07-08 03:15:00;828;2;71
2018-07-08 03:30:00;732;1;71
2018-07-08 03:45:00;912;2;73
2018-07-08 04:00:00;828;2;72
2018-07-08 04:15:00;564;1;70
2018-07-08 04:30:00;660;1;70
2018-07-08 04:45:00;744;2;71
2018-07-08 05:00:00;648;1;72
2018-07-08 05:15:00;432;1;70
2018-07-08 05:30:00;564;1;70
2018-07-08 05:45:00;600;1;69
2018-07-08 06:00:00;504;2;68
2018-07-08 06:15:00;540;1;71
2018-07-08 06:30:00;780;2;73
2018-07-08 06:45:00;1272;2;75
2018-07-08 07:00:00;1224;2;72
2018-07-08 07:15:00;1248;3;71
2018-07-08 07:30:00;1032;2;73
2018-07-08 07:45:00;1440;2;72
2018-07-08 08:00:00;1248;3;70
2018-07-08 08:15:00;1128;2;70
2018-07-08 08:30:00;1548;4;68
2018-07-08 08:45:00;1656;4;69
2018-07-08 09:00:00;1464;3;69
2018-07-08 09:15:00;2052;4;69
2018-07-08 09:30:00;1740;4;72
2018-07-08 09:45:00;1776;3;70
2018-07-08 10:00:00;2712;5;69
2018-07-08 10:15:00;2676;5;71
2018-07-08 10:30:00;2424;5;68
2018-07-08 10:45:00;2424;5;68
